id,title,text,author,language,keywords
135,اثربخشی آموزش مهارت های ذهن آگاهی بر شایستگی اجتماعی و ناگویی خلقی کودکان با علائم اختلال اضطراب,پژوهش حاضر با هدف بررسی اثربخشی آموزش مهارت های ذهن آگاهی بر شایستگی اجتماعی و ناگویی خلقی کودکان با علایم اختلال اضطراب انجام شد. پژوهش نیمه آزمایشی (با گروه آزمایش و گواه) با طرح سه مرحله ای (پیش آزمون-پس آزمون-پیگیری) و دوره پیگیری دوماهه بود. جامعه آماری شامل کودکان دارای اختلال اضطراب بود که در پایه چهارم و پنجم دبستان در سال تحصیلی 1401-1400 در شهر تهران مشغول به تحصیل بودند. تعداد 36 کودک (21 دختر و 15 پسر) با اختلال اضطراب به روش نمونه گیری هدفمند انتخاب و به شیوه تصادفی در گروه های آزمایش و گواه جای دهی شدند. کودکان گروه آزمایش آموزش مهارت های ذهن آگاهی را در ده جلسه 75 دقیقه ای دریافت کردند. در این پژوهش از مقیاس اضطراب کودکان (CIQ)، پرسشنامه ناگویی خلقی (AQ) و مقیاس شایستگی اجتماعی (SCS) استفاده شد. داده ها با تحلیل واریانس آمیخته با استفاده از نرم افزار آماری SPSS-23 تجزیه و تحلیل شدند. نتایج نشان داد آموزش مهارت های ذهن آگاهی بر شایستگی اجتماعی (0001>P؛ 55/0=Eta؛ 39/42=F) و ناگویی خلقی (0001>P؛ 53/0=Eta؛ 16/38=F) کودکان با علایم اختلال اضطراب تاثیر معنادار دارد. براساس یافته های پژوهش می توان نتیجه گرفت آموزش مهارت های ذهن آگاهی، با بهره گیری از کسب آگاهی از هیجانات، آگاهی از اعمال پنج حس اصلی بدن و به کارگیری ذهن آگاهی در زندگی روزمره می تواند روشی کارآمد درجهت بهبود شایستگی اجتماعی و کاهش ناگویی خلقی در کودکان با علایم اختلال اضطراب باشد.,علی دلاور,Persian,"
اختلال اضطراب ، شایستگی اجتماعی ، مهارت های ذهن آگاهی ، ناگویی خلقی"
136,بررسی اثر بخشی «آموزش تفکر طراحی» بر توانایی طراحی آموزشی دانشجویان تکنولوژی آموزشی, تکنولوژی آموزشی به عنوان یک حوزه میان رشته ای، متاثر از پیشرفت های علوم، فناوری و بهره گیری از یافته های آنها برای تسهیل فرآیند آموزش و ارتقاء کیفیت یادگیری است. با هدف بهره گیری از تفکر طراحی به عنوان رویکردی نوین برای نوآوری و حل خلاق مساله و یک حوزه منشا اثر در مسایل طراحی آموزشی، پژوهش حاضر در جستجوی طراحی و اعتباریابی الگوی آموزش تفکر طراحی برای طراحان آموزشی به منظور بهبود طراحی آموزشی، ایجاد تجارب غنی آموزشی و طرح مسایل نوآورانه آموزش است. عدم شکل گیری هویت طراح در طراح آموزشی و عدم تجهیز ذهن به طراحی خلاق و تفکرطراحی می تواند منجر به طراحی های آموزشی سطحی و باکیفیت پایین، دلزدگی و کاهش انگیزه و کاهش اثربخشی طرح های آموزشی شود. در این راستا، توجه به طراحانه اندیشیدن و تفکر طراحی می تواند چالش های پیش روی طراحی آموزشی را پاسخگو بوده و آنها را حل نماید. خلا اساسی در این زمینه، عدم وجود الگوی آموزش تفکر طراحی با اثربخشی مناسب برای دانشجویان تکنولوژی آموزشی است که هدف پژوهش حاضر است.,علی دلاور,Persian,"
تفکر طراحی ، طراحی آموزشی ، الگوی آموزش ، شایستگی های طراحی آموزشی ، دانشجویان تکنولوژی آموزشی"
137,تدوین و اعتباریابی برنامه آموزشی مبتنی بر الگوی رشد پس از ضربه و اثربخشی آن بر انعطاف پذیری شناختی بیماران مبتلا به سرطان خون,"
روش پژوهش نیمه آزمایشی با طرح پیش آزمون- پس آزمون با گروه کنترل بود. جامعه آماری شامل تمامی بیماران مراجعه کننده به بیمارستان فیروزگر تهران در سال 1400 بود، که به روش نمونه گیری داوطلبانه و در دسترس تعداد 30 بیمار انتخاب و به صورت تصادفی در دو گروه آزمایش و کنترل جایگزین شدند. جهت جمع آوری داده ها از پرسشنامه انعطاف پذیری شناختی (2010) استفاده شد. برنامه آموزشی مبتنی بر الگوی رشد پس از ضربه در 12 جلسه برگزار و برای ارزیابی ماندگاری مداخله از گروه آزمایش پیگیری به عمل آمد. نتایج با روش تحلیل کوواریانس چندمتغیره و اندازه گیری مکرر و از طریق نرم افزار SPSS نسخه 22 تحلیل شد.
نتایج نشان داد که مقدار F بدست آمده برای مولفه های انعطاف پذیری شناختی یعنی کنترل پذیری، گزینه های مختلف و توجیه رفتار در سطح (0/01>P) معنادار بود که حاکی از تاثیر برنامه آموزشی مبتنی بر الگوی رشد پس از ضربه بر انعطاف پذیری شناختی بود. نتایج تحلیل اندازه گیری مکرر هم حاکی از ماندگاری تاثیر برنامه آموزشی بر انعطاف پذیری شناختی بود (0/01>P).",علی دلاور,Persian,"
انعطاف پذیری شناختی ، رشد پس از ضربه ، سرطان خون"
138,اثربخشی آموزش خردورزی بر هوش معنوی و مولفه های آن در دانشجویان,هوش معنوی بیانگر مجموعه ای از توانایی ها، ظرفیت ها و منابع معنوی است که کاربست آن ها در زندگی روزانه می تواند موجب افزایش انطباق پذیری فرد شود و توجه به آن در دانشجویان به عنوان یک نقطه قوت می تواند زمینه ساز آینده حرفه ای موفق تر و مطلوب تر در آن ها باشد. هدف پژوهش حاضر، اثربخشی آموزش خردورزی در هوش معنوی در دانشجویان بود. روش پژوهش از نوع هدف کاربردی و از نوع مطالعات شبه آزمایشی (پیش آزمون پس آزمون با گروه کنترل) بود. جامعه آماری شامل دانشجویان دانشگاه علامه طباطبایی تهران در سال تحصیلی 1400- 1401 بود که از بین آن ها 30 نفر به روش نمونه گیری در دسترس انتخاب و به دو گروه آزمایش (15 نفر) و کنترل (15 نفر) تقسیم شدند. ابزار گردآوری داده ها پرسشنامه هوش معنوی کینگ (2008)(SISRI) و بسته آموزش خردورزی دانش پایه و همکاران (2022) بود. گروه آزمایش به مدت 10 جلسه تحت آموزش خردورزی قرار گرفتند. داده ها با استفاده از آزمون تحلیل کوواریانس تحلیل شدند. نتایج نشان داد که اثربخشی آموزش خردورزی در افزایش هوش معنوی، تفکر وجودی انتقادی، بعد آگاهی متعالی و بعد تولید معنای شخصی دانشجویان معنی دار است. ولی بر بعد بسط حالت هشیاری دانشجویان تاثیر معنی داری نداشت. درنتیجه با آموزش خرد و افزایش میزان آن در دانشجویان می توان باعث افزایش معناداری، آگاهی متعالی در زندگی این افراد و درنتیجه افزایش هوش معنوی آنان شویم.,علی دلاور,Persian,"
خردورزی ، هوش معنوی ، فکر وجودی انتقادی ، آگاهی متعالی ، تولید معنای شخصی"
139,طراحی الگوی ارزش در دانش آموزان بر اساس سند تحول بنیادین آموزش و پرورش,هدف این پژوهش، طراحی الگوی ارزش در دانش آموزان بر اساس سند تحول بنیادین آموزش و پرورش است. این پژوهش مبتنی بر رویکرد پژوهش های ترکیبی از نوع اکتشافی بوده و داده های مورد نیاز در دو بخش کیفی (بر اساس تحلیل مضمون) و کمی (بر پایه روش پیمایشی) گردآوری شد. در بخش کیفی جامعه آماری شامل منابع دست اول و دوم، اسناد بالادستی، سند تحول بنیادین آموزش و پرورش،‏ همچنین در بخش مصاحبه، جامعه آماری، متشکل از 29 نفر از متخصصان و صاحب نظران در خصوص آموزش و ‏پرورش و روانشناسی است، که به روش نمونه گیری هدفمند (گلوله برفی) انتخاب شدند . در بخش کمی نیز جامعه آماری شامل دانش آموزان مقطع دبیرستان (دوره دوم) شهر تهران در سال تحصیلی 99-1398 است که در این پژوهش تعداد آن ها ‏‏249746 نفر بود که به روش نمونه گیری خوشه ای چند مرحله ای تعداد 417 نفر به منظور تکمیل پرسشنامه های پژوهش انتخاب شدند و در مجموع تعداد 396 پرسشنامه تکمیل و در تحلیل مورد استفاده قرار گرفت. به منظور جمع آوری داده ها در بخش کمی، از پرسشنامه محقق ساخته بر مبنای یافته های بخش کیفی استفاده شده است. تجزیه وتحلیل داده های بخش کیفی، به وسیله نرم افزار MAXQDA و Excel و بخش کمی، به منظور برازش مدل مفهومی با داده های میدانی از روش حداقل مربعات جزیی و به کمک نرم افزار 3-‏SmartPLS‏ و 23-SPSS انجام شد. نتایج بخش کیفی منجر به شناسایی 3 بعد (ارزش های اسلامی، ارزش های اخلاقی، هویت) و 18 مولفه شد. نتیجه کلی حاصل از پژوهش بیانگر آن بود که یافته های بخش کمی موید بخش کیفی است.,علی دلاور,Persian,"
ارزش ، سند تحول بنیادین آموزش و پرورش ، دانش آموز"
140,تعیین اثر بخشی بسته مدیریت راهبرانه کلاس درس بر درگیری تحصیلی دانش آموزان,پژوهش نیمه آزمایشی  و با طرح پیش آزمون – پس آزمون با گروه آزمایش و کنترل بود. جامعه‌ آماری پژوهش کلیه دانش آموزان متوسطه‌ اول شهرستان کنارک در سال تحصیلی 400-1399 بود که دو کلاس (دانش آموزان و معلمان دروس زیست شناسی، ریاضی و ادبیات هر کلاس) بعد از همتا سازی به شیوه در دسترس انتخاب و به صورت تصادفی در گروه آزمایش و گواه جایگزین شدند. بسته مدیریت راهبرانه مدیریت کلاس که در مطالعه دیگری اعتباریابی شده بود به معلمان گروه آزمایش آموزش داده شد و گروه گواه هیچ آموزشی دریافت نکردند.  از پرسشنامه درگیری تحصیلی ریو (2013) برای اندازه گیری میزان درگیری تحصیلی دانش آموزان در پیش آزمون، پس آزمون و پیگری استفاده شد. برای تجزیه و تحلیل داده ها با کمک نرم افزار spss18 از روش‌های آماری تحلیل کواریانس تک متغیره، تی زوجی و تحلیل کواریانس با اندازه گیری‌های مکرر استفاده شد. محاسبه دو شاخص CVR و CVI روایی محتوایی بسته آموزشی را تایید کرد. نتایج آنوا با اندازه گیری های مکرر برای متغیر درگیری تحصیلی دانش آموزان نشان دهنده تفاوت معنی دار پیش آزمون و پس آزمون و عدم تفاوت معنی دار پس آزمون و پیگیری گروه آزمایش بود (P<0/01)  که حاکی از تاثیر متغیر مداخله بر درگیری دانش آموزان در پس آزمون و ثبات نتایج در آزمون پیگیری بود. پیش آزمون و پس آزمون گروه گواه تفاوت معنی داری نداشت.,علی دلاور,Persian,پنج عامل شخصیت ، تحلیل تشخیصی ، سوانح فنی ، واحد نظامی
141,تاثیر بسته آموزشی مبتنی بر الگوی یادگیری معکوس بر مهارت فراشناخت و حل مسئله دانش آموزان,روش پژوهش حاضر، نیمه آزمایشی با طرح پیش آزمون - پس آزمون با گروه کنترل بود. جامعه آماری کلیه دانش آموزان ابتدایی شهرستان الشتر بودند. از میان آن ها تعداد 60 دانش آموز به روش نمونه گیری تصادفی ساده انتخاب شد. ابزار جمع آوری اطلاعات پرسشنامه فراشناختی هارولدانیل و عابدی (1996) و آزمون حل مسیله (محقق ساخته) بود. گروه کنترل به شیوه مرسوم اما برای گروه آزمایش یک بسته آموزشی مبتنی بر الگوی یادگیری معکوس تهیه که در آن فعالیت های معلم و دانش آموز در سه مرحله قبل و حین و بعد از کلاس طراحی شده بود. داده ها با تحلیل کوواریانس تک متغیری و چندمتغیری تحلیل شد. با توجه به نتایج به دست آمده تفاوت بین گروه آزمایش و کنترل در متغیر مهارت های فراشناختی و حل مسیله معنی دار بود (0/005 p<). یعنی میانگین گروه آزمایش در هر دو متغیر بیشتر از گروه کنترل بوده است.,علی دلاور,Persian,الگوی یادگیری معکوس ، حل مسئله ، کلاس معکوس ، فراشناخت
142,بررسی بهبود عملکرد و استقلال سبک های حل مساله یادگیری دستور زبان انگلیسی دانشجویان تحت الگوی یادگیری معکوس,نیاز به عملکرد و استقلال سبک های حل مساله یادگیری دستور زبان انگلیسی دانشجویان در دنیای  دانش مدار کنونی، امری ضروری است. لذا پژوهش حاضر با هدف بهبود آن تحت الگوی یادگیری معکوس به این موضوع پرداخته است.یافته ها حکایت از اثر این روش تدریس بر بهبود عملکرد و استقلال در حل مساله یادگیری دستور زبان انگلیسی دانشجویان تحت الگوی یادگیری معکوس داشت. نتایج نشان داد که ارزش و مقبولیت الگو در کنار روش های تدریس سنتی بر عملکرد و استقلال در حل مساله یادگیری دستور زبان انگلیسی دانشجویان تاثیر فراوان داشته و باعث افزایش اعتماد به نفس فراگیران می شود. اجرای پژوهش های همانند در دروس مختلف رشته های مختلف دانشگاه‍ی و همچنین بررسی این شیوه تدریس بر روی نمونه های بیشتر از جمله پیشنهادها برای پژوهش های آتی است.,علی دلاور,Persian,"
الگوی یادگیری معکوس ، استقلال ، عملکرد ، دستور زبان انگلیسی ، سبک های حل مساله"
143,تاملی در مولفه های برنامه درسی ریاضی مدرسه ای ایران,این مطالعه به دنبال تبیین ملاک ها و نشانگرهای وضع مطلوب برنامه درسی ریاضی مدرسه ای در ایران است. برای این منظور اسناد بالادستی نظام تعلیم و تربیت در ایران و یافته های تحقیقی و ابتکارهای موجود در حوزه برنامه درسی ریاضی مدرسه ای  مورد بررسی قرار گرفت. چارچوب انتخابی برای این مطالعه مدل ده مولفه ای اکر برای برنامه درسی است. بر اساس این مدل، برای اطمینان از تعادل و اثربخشی برنامه درسی، با پاسخ به ده سوال مشخص و مبتنی بر برنامه درسی، ملاک هایی برای مولفه های برنامه درسی ریاضی مدرسه ای در ایران ارایه و اعتبارسنجی شدند. مطالعه حاضر با استفاده از روش تحلیل اسنادی، و روش تحلیل کیفی، به شیوه استنباطی انجام شد. شرکت کنند گان در این مطالعه، به صورت هدفمند از بین متخصصان مربوط انتخاب شدند. در نهایت، ملاک ها و نشانگرهای برنامه درسی ریاضی به تفکیک مولفه ها تعیین شد. به توصیه این مطالعه، برای بازنگری برنامه درسی ریاضی، توجه به این ملاک ها و نشانگرها، یک ضرورت است.,علیرضا کیامنش,Persian,برنامه درسی ریاضی ، بنیان های منطقی یادگیری ریاضی ، سند برنامه درسی ملی در ایران ، ملاک ها و نشانگرهای برنامه درسی ریاضی مدرسه ای
144,تاثیر بسته آموزشی توانمندسازی با رویکرد خودتعیین گری بر عملکرد و باورهای جنسیتی ریاضی دانش آموزان دختر (با عملکرد پایین در درس ریاضی),یافته های آماری نشان دادکه استفاده از بسته آموزشی توانمندسازی با رویکرد خود تعیین گری در بهبود عملکرد و باورهای جنسیتی ریاضی دانش آموزان دختر با عملکرد پایین در این درس موثر بوده است (0/01>P).دانش آموزان دختر که در جلسات آموزشی توانمندسازی با رویکرد خودتعیین گری شرکت کردند در درس ریاضی، عملکرد بهتری نشان داده و باورهای جنسیتی ریاضی آن ها در این درس بهبود یافت، باتوجه به تاثیر بسته آموزشی توانمندسازی با رویکرد خودتعیین گری بر عملکرد و باورهای جنسیتی ریاضی دانش آموزان دختر، استفاده از این برنامه آموزشی برای بهبود عملکرد و باورهای جنسیتی ریاضی دانش آموزان در مدارس با گروه های مختلف و تعداد بیشتر پیشنهاد می شود.,علیرضا کیامنش,Persian,"
توانمندسازی ، خودتعیین گری ، عملکرد ریاضی ، باورهای جنسیتی ریاضی ، دانش آموزان دختر"
145,طراحی و تدوین بسته آموزشی توانمندسازی (با رویکرد خودتعیین گری) و اثربخشی آن بر عملکرد و باورهای ریاضی دانش آموزان دختر و پسر (با عملکرد پایین در درس ریاضی),تحقیقات متعددی به تاثیر آموزش خودتعیین گری بر یادگیری دانش آموزان پرداخته اند اما پژوهشی که به طراحی و تدوین بسته آموزشی توانمندسازی با رویکرد خودتعیین گری و بررسی اثربخشی آن بر عملکرد و باورهای ریاضی دانش آموزان پرداخته باشد مغفول مانده است.پژوهش حاضر با هدف طراحی و تدوین بسته آموزشی توانمندسازی با رویکرد خودتعیین گری و بررسی اثربخشی آن بر عملکرد و باورهای ریاضی دانش آموزان دختر و پسر با عملکرد پایین در این درس انجام گرفت.پژوهش حاضر از نظر هدف، کاربردی و از لحاظ روش از نوع ترکیبی (کیفی و کمی) بخش کیفی تدوین و طراحی بسته آموزشی و بخش کمی از نوع شبه آزمایشی با طرح پیش آزمون، پس آزمون و پیگیری با گروه گواه بود. جامعه آماری پژوهش تمامی دانش آموزان دختر و پسر پایه نهم (دارای عملکرد پایین در درس ریاضی) منطقه 6 آموزش و پرورش شهر تهران سال تحصیلی 98-99 بودند، 32 نفر به روش نمونه گیری هدفمند به عنوان نمونه انتخاب و به صورت تصادفی در دو گروه آزمایش و گواه (16 نفر) جایگزین شدند. ابزارهای پژوهش حاضر عبارت بودند از: پرسشنامه باورهای تحصیلی لدر و فورگز (2002)، برای گروه آزمایش، آموزش بسته توانمندسازی با رویکرد خودتعیین گری در 8 جلسه 60 دقیقه ای برگزار شد در حالی که گروه گواه هیچ گونه مداخله ای را دریافت نکرد. بسته پیشنهادی پژوهش برای آموزش توانمندسازی با رویکرد خودتعیین گری با تکیه بر نظریه دسی و رایان (2004) طراحی گردید. تحلیل داده ها با روش تحلیل واریانس با اندازه گیری مکرر انجام گرفت.دانش آموزان دختر و پسری که در جلسات آموزشی توانمندسازی با رویکرد خودتعیین گری شرکت کردند در درس ریاضی، عملکرد بهتری نشان داده و باورهای تحصیلی آنها در این درس بهبود یافت، بنابراین پیشنهاد می شود جزء برنامه های آموزشی نهادهای تعلیم و تربیتی از جمله سازمان آموزش و پرورش در نظر گرفته شود.,علیرضا کیامنش,Persian,"
بسته آموزشی توانمندسازی ، خودتعیین گری ، عملکرد تحصیلی ، باورهای ریاضی ، دانش آموزان دختر و پسر"
146,پدیدارنگاری تفکر انتقادی دانشجویان تحصیلات تکمیلی با تاکید بر سطوح «توضیح دادن» و «تحلیل کردن» از دیدگاه پل و الدر,نتایج پژوهش بیانگر هشت طبقه توصیفی شامل؛ توضیح دادن موضوع متن بر مبنای راهبرد بسط معنایی، به کارگیری استدلال قیاسی، یادآوری دانش ادبی پیشین، تحلیل متن با توجه به مولفه های تفکر انتقادی، تشخیص نامناسب مولفه های تفکر انتقادی، پرسش های اکتشافی در مقابل پرسش های غیر اکتشافی، بیان کلی از محتوای متن و غلبه دیدگاه فرد بر نویسنده است. با توجه به نتایج، به منظور ارتقاء سطوح تفکر انتقادی دانشجویان توصیه می شود، آموزش مولفه های تفکر انتقادی و تقویت مهارت خواندن انتقادی مورد توجه سیاست گذاران نظام آموزش عالی قرار گیرد.,علیرضا کیامنش,Persian,"
توضیح دادن ، تحلیل کردن ، تفکر انتقادی ، پدیدارنگاری ، دانشجویان تحصیلات تکمیلی ، چارچوب پل و الدر"
147,مطالعه تطبیقی برنامه های رشد و توسعه حرفه ای اعضای هیئت علمی در دانشگاه های مختلف,هدف از اجرای پژوهش حاضر، توصیف برنامه های رشد و توسعه حرفه ای اعضای هییت علمی بود. این پژوهش، مطالعه ای تطبیقی از نوع توصیفی است. برنامه های 53 دانشگاه ایران، آمریکا، کانادا، استرالیا، انگلستان، هنگ کنگ، به شیوه فرا ترکیب کیفی در MAXQDA10  کدگذاری خط به خط شد. مولفه های شناسایی شده به صورت قیاسی، تلفیق و توصیف شدند. بر اساس یافته های پژوهش، شیوه های ارایه برنامه ها عبارت اند از: برگزاری کارگاه، ارشادگری، درس های بلندمدت، سمینار، کارورزی زیر نظر ارشادگر، جلسات گفتگو، معارفه، نقد تدریس های نمونه ، مشاوره فردی، شرکت در جلسات دانشگاه، شبکه سازی تجارب، نقد همتایان، گروه های مطالعاتی، دوره های کوتاه مدت، مشارکت اجتماعی، سایه استاد، کارپوشه تدریس، مصاحبه با اعضای هییت علمی، مشاوره گروهی، کار گروهی، خودآموز، در باز کلاس درس. محتوای دوره ها عبارت اند از: موضوعات مرتبط با تعلیم وتربیت، مدیریت، شایستگی های بین فردی اجتماعی، نگارشی، پژوهش اخلاق پژوهش، آینده پژوهی، آشنایی با نقش های سازمانی، شایستگی های فردی، ارایه خدمات، اخلاق حرفه ای، تایید جامعه علمی. موضوعات با مخاطب عام به صورت مرکزی، عموما در مرکز تحصیلات تکمیلی و با همکاری مراکز فناوری، کتابخانه ها، دانشکده های همکار مانند دانشکده مدیریت و موضوعات با مخاطب خاص در دانشکده های موضوعی ارایه می شوند. شیوه های ارایه دوره با توجه به هدف ها، امکانات و فرهنگ حاکم بر موسسه و محتوای دوره ها با توجه به هدف های موسسه تعیین می شوند. به منظور طراحی و اجرای موفق دوره ها لازم است نیازهای اعضای هییت علمی و فرهنگ یادگیری آنها شناسایی شود.,علیرضا کیامنش,Persian,اعضای هیئت علمی ، رشد و توسعه حرفه ای ، برنامه ، ساختار ، محتوا ، عناصر
148,طراحی و اعتباریابی الگوی مطلوب برنامه درسی درهم تنیده (تلفیقی) آموزش سواد بوم شناختی در دوره ابتدایی ایران,"
هدف این پژوهش طراحی و اعتبارسنجی الگوی برنامه درسی تلفیقی سواد بوم شناختی در دوره ابتدایی است. برای دستیابی به این هدف در طراحی الگو با روش توصیفی - تحلیلی-تطبیقی و در اعتباریابی از تکنیک دلفی استفاده شد. جامعه آماری پژوهش در طراحی الگو، شامل هشت کشور پیشرو در حوزه بوم شناختی (کاستاریکا، کانادا، سوید، نروژ، فرانسه، اتریش، کلمبیا، فنلاند) و در اعتباریابی 15 نفر از متخصصان برنامه درسی و نیز، کارشناسان حوزه بوم شناختی به صورت هدفمند بودند. الگوی مطلوب بر اساس عناصر 4 گانه برنامه ریزی درسی تایلر طراحی گردید که عناصر اصلی شامل هدف (حفظ تنوع زیستی و..) محتوا (تلفیق آموزش نظری و عملی بوم شناختی و..)، فعالیت های یادگیری (فعالیت ها-تکالیف پژوهش محور به صورت گروهی و..) و ارزشیابی (آزمون هوش طبیعت گرا و..) می باشند. نتایج اعتبارسنجی نشان داد که الگوی پیشنهادی از نظر متخصصان مطالعات برنامه درسی و آموزش محیط زیست مناسب بوده و این افراد الگوی پیشنهادی را در سطح بالایی تایید کردند.",علیرضا کیامنش,Persian,برنامه درسی درهم تنیده(تلفیقی) ، سواد بوم شناختی ، دوره ابتدایی ، ایران
149,مقایسه اثر بخشی آموزش راهبرد یادگیری تجسم کردن و آموزش خود نظم دهی بر تفکر خلاق دانش آموزان,نتایج نشان داد که دو روش آموزشی راهبرد تجسم کردن و آموزش خودنظم دهی بر افزایش خلاقیت دانش آموزان تاثیر معنی داری دارد. همچنین نتایج نشان داد که تفاوت معنی داری بین دانش آموزان دختر و پسر از لحاظ اثر بخشی این دو روش آزمایشی بر خلاقیت دانش آموزان وجود ندارد. لیکن نتایج نشان داد که بین اثر بخشی دو روش آزمایشی آموزش راهبرد یادگیری تجسم کردن و آموزش خود نظم دهی بر خلاقیت دانش آموزان تفاوت معناداری وجود ندارد و می توان گفت که این دو روش آموزش به یک میزان اثر بخش بوده اند.نتایج نشان داد که آموزش راهبرد یادگیری تجسم کردن و آموزش خودنظم دهی در باعث افزایش خلاقیت دانش آموزان می شود و اثر این دو روش بر خلاقیت دانش آموزان دختر و پسر یکسان است.,علیرضا کیامنش,Persian,"
خلاقیت ، خودنظم دهی ، راهبردیادگیری تجسم کردن"
150,اثربخشی آموزش مهارت جرات ورزی بر افزایش انگیزش تحصیلی و کاهش اعتیاد به اینترنت دانش آموزان,"
هدف از اجرای این پژوهش تعیین اثربخشی آموزش مهارتهای جرات ورزی بر افزایش انگیزش تحصیلی و کاهش اعتیاد به اینترنت در دانش آموزان پایه یازدهم شهر تهران بوده است. روش پژوهش، شبه آزمایشی با طرح پیش آزمون- پس آزمون با گروه کنترل بود. جامعه آماری پژوهش، شامل همه دانش آموزان پایه یازدهم شهر تهران در سال تحصیلی 97-1396 بود. 80 دانش آموز دبیرستانی به عنوان نمونه با استفاده از روش خوشه ای چندمرحله ای انتخاب شدند. ابتدا از میان پنج منطقه جغرافیایی، منطقه غرب تهران انتخاب شد، سپس از دو منطقه 2 و 5 ، شش مدرسه دخترانه و پسرانه (از هر منطقه 12 مدرسه) به تصادف انتخاب شدند. به همه 840 دختر و 768 پسر، پرسشنامه اعتیاد به اینترنت یانگ (1998) و انگیزش تحصیلی عبدخدایی و همکاران (1387) داده شد. با توجه به نقطه برش پرسشنامه ها، 40 دانش آموز دختر و 40 دانش آموز پسر با اعتیاد به اینترنت بالا و انگیزش تحصیلی پایین انتخاب و در چهار گروه به تصادف جایگزین شدند. گروه های آزمایش، طی هشت جلسه دو ساعته تحت آموزش مهارتهای جرات ورزی قرار گرفتند، در حالی که گروه های کنترل هیچ آموزشی دریافت نکردند. نتایج پژوهش با استفاده از تحلیل کوواریانس تک متغیری نشان داد که آموزش مهارت جرات ورزی در افزایش انگیزش تحصیلی در دانش آموزان و کاهش اعتیاد به اینترنت تاثیرگذار است. با توجه به سودمندی آموزش جرات ورزی از آن می توان به عنوان یک روش کارآمد و موثر در  مدارس سود جست.",علیرضا کیامنش,Persian,"
اعتیاد به اینترنت ، انگیزش تحصیلی ، مهارتهای جرات ورزی ، دانش آموزان"
151,آموزش استم: چارچوبی برای رویارویی با بحران رشته های ریاضی دانشگاهی در ایران,"
در ایران، رشته های ریاضی دانشگاهی از شروع دهه 1390، با افت کمی و کیفی فزاینده ای مواجه شده است و سیاست گذاران آموزش عالی را با چالش مواجه کرده است. به ویژه جایگزینی آموزش حضوری با آموزش مجازی در دوران همه گیری و حضور پررنگ تکنولوژی دیجیتال و هوش مصنوعی، مانند شتاب دهنده ای[1] عمل کرد که هم سلیقه یادگیری و انتظار دانشجویان را از تحصیلات دانشگاهی تغییرداد و هم قواعد بازارکار را دگرگون نمود. برای رویارویی با این بحران، رویکردمتفاوتی به چهارحوزه «علوم [2]-تکنولوژی-مهندسی-ریاضی» (استم) در آموزش عالی، توجه دوباره ای را جلب کرد. هدف از این پژوهش، بررسی استفاده از آموزش استم برای رویارویی با چالش های رشته ریاضی دانشگاهی درایران بود. بدین منظور، ابتدا سیرتاریخی توجه به رشته های تشکیل دهنده استم در ایالات متحده که خاستگاه این آموزش بوده، مطالعه شد. سپس با مرور نظام وار[3] اسناد، ابتکارهای پنج کشور که هرکدام نقش عمده ای در پیشبرد استم داشته اند، استخراج شده و چارچوبی برای مواجهه با بحران رشته های ریاضی دانشگاهی در ایران تدوین شد. دستاورد اصلی این مطالعه این است که آموزش استم، نیازمند مشارکت بین گروهی/ بین دانشکده ای و مراکز پژوهشی دانشگاه ها با تبیین هدف مشترک، حمایت از پژوهش های تلفیقی توسط سیاست گذاران، توانمند سازی نیروی انسانی در مدرسه و دانشگاه از طریق توسعه حرفه ای، عبور از برنامه های آموزشی تجویزی و همچنین توجه به نقش کلیدی ریاضی در توسعه تکنولوژی و هوش مصنوعی و متحول شدن بازار کار است.",زهرا گویا,Persian,رشته های ریاضی دانشگاهی ، علوم-تکنولوژی-مهندسی-ریاضی(استم) ، آموزش عالی ، بازارکارجدید ، رویکرد تلفیقی به برنامه درسی ریاضی
152,چالش های یادگیری ریاضی دانشجویان در دانشگاه البیرونی افغانستان,"
هدف از تحقیق حاضر، بررسی چالش های یادگیری ریاضی دانشجویان دانشگاه البیرونی افغانستان بود. در این پژوهش از روش آمیخته استفاده شد و در آن، هشت مدرس ریاضی و 45 دانشجو در نیم سال اول تحصیلی 1401-1400 شرکت کردند و داده ها از طریق مصاحبه نیمه ساختاریافته و یک پرسش نامه جمع آوری شدند. برای تجزیه وتحلیل داده ها از روش های تفسیری و آمار توصیفی استفاده شد. یافته های این پژوهش نشان داد که مهم ترین چالش های یادگیری ریاضی دانشجویان در دانشگاه البیرونی، کنکور سراسری، به روز نبودن منابع درسی، کمبود مدرسان متخصص ریاضی، پیشینه ضعیف ورودی ها به رشته ریاضی و کمبود امکانات دانشگاه و در راس آن-ها، مشکل اینترنت و منابع آموزشی و جنگ و شرایط سیاسی و اجتماعی است. برای رویارویی با این چالش ها، پیشنهاد می شود که در نحوه جذب اعضای هییت علمی ریاضی، برنامه درسی ریاضی و روش های تدریس و ارزشیابی، دوباره نگری اساسی صورت بگیرد و تصویر روشن تری از آینده شغلی دانشجویان ارایه شود تا دانشجویان علاقه مندتری با پیشینه علمی قوی، وارد رشته دبیری ریاضی شوند.",زهرا گویا,Persian,کنکور سراسری ، دانشجویان ریاضی ، منابع درسی ، استادان ریاضی ، چالشهای یادگیری ریاضی
